venue.id,venue.name,venue.id,venue.location.lat,venue.location.lng
4c44d649f799e21ea066aea2,Junction Plaza Park,4c44d649f799e21ea066aea2,47.56110211810497,-122.38572995611102
4f33000de4b063260b1d7a7d,Anchor Park,4f33000de4b063260b1d7a7d,47.595341797716074,-122.38747710292492
4b5b9415f964a520800829e3,Belvedere Park,4b5b9415f964a520800829e3,47.580560537557275,-122.37675061380045
56db751ecd107bf5eedf0218,Don Armeni park,56db751ecd107bf5eedf0218,47.58968056203505,-122.38072422083017
5133a1a2e4b0835c6f06e1cf,Marshall Reserve Park,5133a1a2e4b0835c6f06e1cf,47.59424569611023,-122.38389157309007
4fba94184fc657fa45b35de5,Fauntleroy Place,4fba94184fc657fa45b35de5,47.56269259418382,-122.37983107566833
4bf871665efe2d7facd26a34,Fairmount Playground,4bf871665efe2d7facd26a34,47.554759635860066,-122.38052686640782
4db2e3674df05e5aaabdd1c7,Nantes Park,4db2e3674df05e5aaabdd1c7,47.579410925531306,-122.3971312093555
4c581244cc96c9b66c497a2e,Weather Watch Park,4c581244cc96c9b66c497a2e,47.566940970514025,-122.40868284883095
4c3e76780e0d0f47bfae157f,Dragonfly Park,4c3e76780e0d0f47bfae157f,47.566948831691974,-122.36825261055971
5171bc8ee4b09af99ba2ae03,Dragonfly Pavillion,5171bc8ee4b09af99ba2ae03,47.567168791623395,-122.3680519103792
4bedd9504daaa59360558f61,Morgan Junction Park,4bedd9504daaa59360558f61,47.54576839041687,-122.38729735986644
4fb3a3ece4b0d8fe9656ef64,Lowman Beach,4fb3a3ece4b0d8fe9656ef64,47.54006683885207,-122.39634609174875
4c3e7b50db3b1b8d2f936595,Delridge Playfield,4c3e7b50db3b1b8d2f936595,47.563841246043786,-122.3640773436851
4fe9011ae4b0f4ebd44a18a9,Lincoln Park - Beach Rd Entrance,4fe9011ae4b0f4ebd44a18a9,47.537211468057805,-122.39603175115325
4bcb8cb5511f9521c7beb1c7,Greg Davis Park,4bcb8cb5511f9521c7beb1c7,47.554011550209346,-122.36604452133179
4fb2fe1777166def485dd659,Pigeon Point Park,4fb2fe1777166def485dd659,47.564987508857726,-122.35701084136961
4dbca7046a23e294ba34afdb,Fauntleroy Tennis Courts,4dbca7046a23e294ba34afdb,47.53637484,-122.39148
5378fe4d498ef1607ad436f6,Solstice Park - Bob Booth Tennis Courts,5378fe4d498ef1607ad436f6,47.536141,-122.391958
4b101517f964a520b26823e3,Solstice Park,4b101517f964a520b26823e3,47.53640665651844,-122.3900494115487
4a04d7d7f964a52034721fe3,Bridge Park,4a04d7d7f964a52034721fe3,47.545379762120355,-122.37347960472107
4fe7980ae4b0af2e67e73841,Jack Block Park Observation Platform,4fe7980ae4b0af2e67e73841,47.58481160234614,-122.36831784241981
4c72f481f3279c74b716b02d,Fairmount Park - Soccer Fields,4c72f481f3279c74b716b02d,47.55446614426995,-122.38094067326055
4b573264f964a5208f2a28e3,Alki Masonic Center,4b573264f964a5208f2a28e3,47.56002834000638,-122.38262057304382
4d09b1774abf721e9a31c55e,West Seattle Neighborhood,4d09b1774abf721e9a31c55e,47.558926242859705,-122.3863807012043
4b4533a8f964a520cc0726e3,Fauntleroy Park,4b4533a8f964a520cc0726e3,47.521246601839294,-122.38505619185398
4a517b90f964a52012b11fe3,Ed Munro Seahurst Park,4a517b90f964a52012b11fe3,47.47585157089255,-122.35144249081785
4b86fcc8f964a520e5a931e3,Roxhill Park,4b86fcc8f964a520e5a931e3,47.52003686949426,-122.36942315978379
